Algorithm, p2, Avg(CC)
ABTDO, 0.5, 23796.1328125
ABTDO, 0.6000000238418579, 12926.400390625
ABTDO, 0.699999988079071, 10670.3330078125
ABTDO, 0.800000011920929, 6657.93310546875
