Algorithm, p2, Avg(CC)
ABTDO, 0.10000000149011612, 19.0
ABTDO, 0.20000000298023224, 19.0
ABTDO, 0.30000001192092896, 44.0
ABTDO, 0.4000000059604645, 65.4000015258789
ABTDO, 0.5, 74.5999984741211
ABTDO, 0.6000000238418579, 69.19999694824219
ABTDO, 0.699999988079071, 80.19999694824219
ABTDO, 0.800000011920929, 83.19999694824219
